รหัสเขตสุขภาพ,จังหวัด,ชื่อโรงพยาบาล,ชื่อ_รพ_ภาษาอังกฤษ,รหัส H Code,สังกัด,ชนิด รพ.
11,สุราษฎร์ธานี,โรงพยาบาลบ้านตาขุน,BANTAKHUN HOSPITAL,11363,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,สุราษฎร์ธานี,โรงพยาบาลพนม,PHANOM HOSPITAL,11364,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,สุราษฎร์ธานี,โรงพยาบาลท่าฉาง,THACHANG HOSPITAL,11365,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,สุราษฎร์ธานี,โรงพยาบาลบ้านนาสาร,BANNASAN  HOSPITAL,11366,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,สุราษฎร์ธานี,โรงพยาบาลบ้านนาเดิม,BANNADOEM HOSPITAL,11367,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,สุราษฎร์ธานี,โรงพยาบาลเคียนซา,KHIENSA HOSPITAL,11368,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,สุราษฎร์ธานี,โรงพยาบาลพระแสง,PHRASEANG HOSPITAL,11369,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,สุราษฎร์ธานี,โรงพยาบาลพุนพิน,PHUNPHIN HOSPITAL,11370,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,สุราษฎร์ธานี,โรงพยาบาลชัยบุรี,CHAIBURI HOSPITAL,11371,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,ระนอง,โรงพยาบาลกะเปอร์,KAPOE HOSPITAL,11372,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,ระนอง,โรงพยาบาลกระบุรี,KRABURI HOSPITAL,11373,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,ระนอง,โรงพยาบาลสุขสำราญ,SUKSAMRAN HOSPITAL,11374,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,ชุมพร,โรงพยาบาลปากน้ำชุมพร,PAKNAMCHUMPHON HOSPITAL,11375,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,ชุมพร,โรงพยาบาลท่าแซะ,THASAE HOSPITAL,11376,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,ชุมพร,โรงพยาบาลปะทิว,PPATHIU HOSPITAL,11377,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,ชุมพร,โรงพยาบาลมาบอำมฤต,MAPAMARIT HOSPITAL,11378,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,ชุมพร,โรงพยาบาลหลังสวน,LANGSUAN HOSPITAL,11379,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,ชุมพร,โรงพยาบาลปากน้ำหลังสวน,PAKNAMLANGSUAN HOSPITAL,11380,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,ชุมพร,โรงพยาบาลละแม,LAMAE HOSPITAL,11381,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,ชุมพร,โรงพยาบาลพะโต๊ะ,PHATO HOSPITAL,11382,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,ชุมพร,โรงพยาบาลสวี,SAWEE HOSPITAL,11383,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,ชุมพร,โรงพยาบาลทุ่งตะโก,THUNGTAGO  HOSPITAL,11385,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สงขลา,โรงพยาบาลสทิงพระ,SATHINGPRA  HOSPITAL,11386,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สงขลา,โรงพยาบาลจะนะ,CHANA HOSPITAL,11387,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สงขลา,โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ อำเภอนาทวี,SOMDEJPRABOROMRACHINEENART NATAWEE HOSPITAL,11388,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สงขลา,โรงพยาบาลเทพา,THEPHA HOSPITAL,11390,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สงขลา,โรงพยาบาลสะบ้าย้อย,SABAYOI HOSPITAL,11391,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สงขลา,โรงพยาบาลระโนด,RANOD HOSPITAL,11392,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สงขลา,โรงพยาบาลกระแสสินธุ์,KRASAESIN HOSPITAL,11393,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สงขลา,โรงพยาบาลรัตภูมิ,RATTAPHUM HOSPITAL,11394,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สงขลา,โรงพยาบาลสะเดา,SADAO HOSPITAL,11395,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สงขลา,โรงพยาบาลนาหม่อม,NAMOM HOSPITAL,11396,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สงขลา,โรงพยาบาลควนเนียง,KHUANNIANG HOSPITAL,11397,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สงขลา,โรงพยาบาลปาดังเบซาร์,PADANGBESAR HOSPITAL,11398,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สงขลา,โรงพยาบาลบางกล่ำ,BANGKLAM HOSPITAL,11399,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สงขลา,โรงพยาบาลสิงหนคร,SINGHANAKORN HOSPITAL,11400,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สงขลา,โรงพยาบาลคลองหอยโข่ง (ยุวสมาคมแห่งประเทศไทย),KLONG HOY KONG HOSPITAL,11401,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สตูล,โรงพยาบาลควนโดน,KHUANDON HOSPITAL,11402,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สตูล,โรงพยาบาลควนกาหลง,KHUANKALONG HOSPITAL,11403,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สตูล,โรงพยาบาลท่าแพ,THAPHAE HOSPITAL,11404,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สตูล,โรงพยาบาลละงู,LANGU HOSPITAL,11405,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,สตูล,โรงพยาบาลทุ่งหว้า,THUNGWA HOSPITAL,11406,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ตรัง,โรงพยาบาลกันตัง,KANTANG HOSPITAL,11407,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ตรัง,โรงพยาบาลย่านตาขาว,YANTAKHAO HOSPITAL,11408,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ตรัง,โรงพยาบาลปะเหลียน,PALIAN HOSPITAL,11409,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ตรัง,โรงพยาบาลสิเกา,SIKAO HOSPITAL,11410,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ตรัง,โรงพยาบาลห้วยยอด,HUAIYOT HOSPITAL,11411,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ตรัง,โรงพยาบาลวังวิเศษ,WANGWISET HOSPITAL,11412,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ตรัง,โรงพยาบาลนาโยง,NAYONG HOSPITAL,11413,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,พัทลุง,โรงพยาบาลกงหรา,KONGHRA HOSPITAL,11414,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,พัทลุง,โรงพยาบาลเขาชัยสน,KHAOCHAISON HOSPITAL,11415,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,พัทลุง,โรงพยาบาลตะโหมด,TAMOT HOSPITAL,11416,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,พัทลุง,โรงพยาบาลควนขนุน,KHUANKHANUN HOSPITAL,11417,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,พัทลุง,โรงพยาบาลปากพะยูน,PAKPHAYUN HOSPITAL,11418,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,พัทลุง,โรงพยาบาลศรีบรรพต,SRIBUNPOT HOSPITAL,11419,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,พัทลุง,โรงพยาบาลป่าบอน,PABON  HOSPITAL,11420,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,พัทลุง,โรงพยาบาลบางแก้ว,BANGKAEW HOSPITAL,11421,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,พัทลุง,โรงพยาบาลป่าพะยอม,PAPHAYOM HOSPITAL,11422,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ปัตตานี,โรงพยาบาลโคกโพธิ์,KHOKPHO HOSPITAL,11423,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ปัตตานี,โรงพยาบาลหนองจิก,NONGJIK  HOSPITAL,11424,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ปัตตานี,โรงพยาบาลปะนาเระ,PANAREA HOSPITAL,11425,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ปัตตานี,โรงพยาบาลมายอ,MAYO HOSPITAL,11426,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ปัตตานี,โรงพยาบาลทุ่งยางแดง,THUNGYANGDEANG HOSPITAL,11427,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ปัตตานี,โรงพยาบาลไม้แก่น,MAIKAEN HOSPITAL,11428,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ปัตตานี,โรงพยาบาลยะหริ่ง,YARING HOSPITAL,11429,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ปัตตานี,โรงพยาบาลยะรัง,YARANG HOSPITAL,11430,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ปัตตานี,โรงพยาบาลแม่ลาน,MAELAN HOSPITAL,11431,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ยะลา,โรงพยาบาลบันนังสตา,BANNANGSATA HOSPITAL,11432,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ยะลา,โรงพยาบาลธารโต,THANTO HOSPITAL,11433,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ยะลา,โรงพยาบาลรามัน,RAMAN HOSPITAL,11434,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,นราธิวาส,โรงพยาบาลตากใบ,TAKBAI HOSPITAL,11435,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,นราธิวาส,โรงพยาบาลบาเจาะ,BACHO HOSPITAL,11436,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,นราธิวาส,โรงพยาบาลระแงะ,RANGAE HOSPITAL,11437,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,นราธิวาส,โรงพยาบาลรือเสาะ,RUSO HOSPITAL,11438,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,นราธิวาส,โรงพยาบาลศรีสาคร,SRISAKHORN  HOSPITAL,11439,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,นราธิวาส,โรงพยาบาลแว้ง,WANG HOSPITAL,11440,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,นราธิวาส,โรงพยาบาลสุคิริน,SUKHIRIN HOSPITAL,11441,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,นราธิวาส,โรงพยาบาลสุไหงปาดี,SUNGAIPADI HOSPITAL,11442,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
10,อุบลราชธานี,โรงพยาบาลสมเด็จพระยุพราชเดชอุดม,Detudom crown prince hospital,11443,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.)
10,ยโสธร,โรงพยาบาลสมเด็จพระยุพราชเลิงนกทา,LOENGNOKTHA  CROWN  PRINCE  HOSPITAL,11444,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
7,ขอนแก่น,โรงพยาบาลสมเด็จพระยุพราชกระนวน,KRANUAN CROWN PRINCE HOSPITAL,11445,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
8,อุดรธานี,โรงพยาบาลสมเด็จพระยุพราชบ้านดุง,BANDUNG CROWN PRINCE HOSPITAL,11446,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
8,เลย,โรงพยาบาลสมเด็จพระยุพราชด่านซ้าย,DANSAI CROWN PRINCE HOSPITAL,11447,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
8,หนองคาย,โรงพยาบาลสมเด็จพระยุพราชท่าบ่อ,THABO CROWN PRINCE HOSPITAL,11448,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
7,กาฬสินธุ์,โรงพยาบาลสมเด็จพระยุพราชกุฉินารายณ์,KUCHINARAI CROWN PRINCE HOSPITAL,11449,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
8,สกลนคร,โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน,SAWANGDAENDIN CROWN PRINCE HOSPITAL,11450,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.)
8,นครพนม,โรงพยาบาลสมเด็จพระยุพราชธาตุพนม,THATPHANOM CROWN PRINCE HOSPITAL,11451,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
1,แพร่,โรงพยาบาลสมเด็จพระยุพราชเด่นชัย,DENCHAI CROWN PRINCE HOSPITAL,11452,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
1,น่าน,โรงพยาบาลสมเด็จพระยุพราชปัว,PUA CROWN PRINCE HOSPITAL,11453,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
1,เชียงราย,โรงพยาบาลสมเด็จพระยุพราชเชียงของ,CHIANG KHONG CROWN PRINCE HOSPITAL,11454,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
2,พิษณุโลก,โรงพยาบาลสมเด็จพระยุพราชนครไทย,NAKORNTHAI CROWN PRINCE HOSPITAL,11455,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
3,พิจิตร,โรงพยาบาลสมเด็จพระยุพราชตะพานหิน,TAPHANHIN CROWN PRINCE HOSPITAL,11456,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
2,เพชรบูรณ์,โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า,LOMKAO CROWN PRINCE HOSPITAL,11457,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
5,ราชบุรี,โรงพยาบาลสมเด็จพระยุพราชจอมบึง,CHOMBUENG CROWN PRINCE HOSPITAL,11458,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
11,สุราษฎร์ธานี,โรงพยาบาลสมเด็จพระยุพราชเวียงสระ,WEINGSRA CROWN PRINCE HOSPITAL,11459,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ปัตตานี,โรงพยาบาลสมเด็จพระยุพราชสายบุรี,SAIBURI CROWN PRINCE HOSPITAL,11460,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ยะลา,โรงพยาบาลสมเด็จพระยุพราชยะหา,YAHA CROWN PRINCE HOSPITAL,11461,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
12,ปัตตานี,โรงพยาบาลกะพ้อ,KAPHO HOSPITAL,11464,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.)
13,กรุงเทพมหานคร,สถานพยาบาลทัณฑสถานหญิงกลาง,NULL,11466,กระทรวงยุติธรรม,กระทรวงยุติธรรม
13,กรุงเทพมหานคร,สถานพยาบาลเรือนจำพิเศษกรุงเทพมหานคร,NULL,11467,กระทรวงยุติธรรม,กระทรวงยุติธรรม
13,กรุงเทพมหานคร,ทัณฑสถานโรงพยาบาลราชทัณฑ์,NULL,11468,กระทรวงยุติธรรม,กระทรวงยุติธรรม
13,กรุงเทพมหานคร,โรงพยาบาลเลิดสิน,LERDSIN HOSPITAL,11469,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมการแพทย์
13,กรุงเทพมหานคร,โรงพยาบาลนพรัตนราชธานี,NOPPARAT RAJATHANEE HOSPITAL,11470,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมการแพทย์
13,กรุงเทพมหานคร,โรงพยาบาลสงฆ์,PRIEST HOSPITAL,11471,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมการแพทย์
13,กรุงเทพมหานคร,โรงพยาบาลราชวิถี,RAJAVITHI HOSPITAL,11472,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมการแพทย์
5,นครปฐม,โรงพยาบาลเมตตาประชารักษ์ (วัดไร่ขิง),METTAPHACHARAK (WAT RAIKHING) HOSPITAL,11473,รัฐในสังกัดกระทรวงสาธารณสุข (สธ.),กรมการแพทย์
5,เพชรบุรี,โรงพยาบาลค่ายรามราชนิเวศน์,FORT RAMRATCHANIWET HOSPITAL,11475,กระทรวงกลาโหม,กรมแพทย์ทหารบก
4,นครนายก,กองพยาบาลโรงเรียนเตรียมทหาร,NULL,11476,กระทรวงกลาโหม,กรมแพทย์ทหารบก
13,กรุงเทพมหานคร,โรงพยาบาลทหารผ่านศึก,VETERANS GENERAL HOSPITAL,11477,กระทรวงกลาโหม,กรมแพทย์ทหารบก
13,กรุงเทพมหานคร,โรงพยาบาลสมเด็จพระปิ่นเกล้า,Somdech Phra Pinklao Hospital,11478,กระทรวงกลาโหม,กรมแพทย์ทหารเรือ
13,กรุงเทพมหานคร,โรงพยาบาลทหารเรือกรุงเทพ,NULL,11479,กระทรวงกลาโหม,กรมแพทย์ทหารเรือ
13,กรุงเทพมหานคร,โรงพยาบาลพระมงกุฎเกล้า,PHRAMONGKUTKLAO HOSPITAL,11481,กระทรวงกลาโหม,กรมแพทย์ทหารบก
13,กรุงเทพมหานคร,โรงพยาบาลภูมิพลอดุลยเดช กรมแพทย์ทหารอากาศ,"BHUMIBOL ADULYADEJ HOSPITAL DIRECTORATE OF MEDICAL SERVICES,ROYAL THAI AIR FORCE",11482,กระทรวงกลาโหม,กรมแพทย์ทหารอากาศ
6,สมุทรปราการ,โรงพยาบาลโรงเรียนนายเรือ,NULL,11483,กระทรวงกลาโหม,กรมแพทย์ทหารเรือ
4,ลพบุรี,โรงพยาบาลอานันทมหิดล,ANANDAMAHIDOL HOSPITAL,11484,กระทรวงกลาโหม,กรมแพทย์ทหารบก
4,สระบุรี,โรงพยาบาลค่ายอดิศร,FORT ADISON HOSPITAL,11485,กระทรวงกลาโหม,กรมแพทย์ทหารบก
6,ชลบุรี,โรงพยาบาลค่ายนวมินทราชินี,FORT NAWAMINTHARACHINI HOSPITAL,11486,กระทรวงกลาโหม,กรมแพทย์ทหารบก
6,ชลบุรี,โรงพยาบาลอาภากรเกียรติวงศ์,ABHAKORNKIATIWONG HOSPITAL,11487,กระทรวงกลาโหม,กรมแพทย์ทหารเรือ
6,ปราจีนบุรี,โรงพยาบาลค่ายจักรพงษ์,FORT CHAKKRAPONG HOSPITAL,11490,กระทรวงกลาโหม,กรมแพทย์ทหารบก
4,นครนายก,โรงพยาบาลโรงเรียนนายร้อยพระจุลจอมเกล้า,CHULACHOMKLAO ROYAL MILITARY ACADEMY HOSPITAL,11491,กระทรวงกลาโหม,กรมแพทย์ทหารบก
9,นครราชสีมา,โรงพยาบาลค่ายสุรนารี,FORT SURANARI  HOSPITAL,11492,กระทรวงกลาโหม,กรมแพทย์ทหารบก
9,บุรีรัมย์,โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก,FORT SOMDETCHAOPHRAYAMAHAKASATSUEK HOSPITAL,11493,กระทรวงกลาโหม,กรมแพทย์ทหารบก
9,สุรินทร์,โรงพยาบาลค่ายวีรวัฒน์โยธิน,FORT WIRAWATYOTHIN HOSPITAL,11494,กระทรวงกลาโหม,กรมแพทย์ทหารบก
10,อุบลราชธานี,โรงพยาบาลกองบิน กองบิน 21,WING 21 HOSPITAL,11495,กระทรวงกลาโหม,กรมแพทย์ทหารอากาศ
10,อุบลราชธานี,โรงพยาบาลค่ายสรรพสิทธิประสงค์,FORT SUNPASITTHIPRASONG HOSPITAL,11496,กระทรวงกลาโหม,กรมแพทย์ทหารบก
7,ขอนแก่น,โรงพยาบาลค่ายศรีพัชรินทร,FORT SRIPHATCHARIN HOSPITAL,11497,กระทรวงกลาโหม,กรมแพทย์ทหารบก
8,อุดรธานี,โรงพยาบาลกองบิน 23,WING 23 HOSPITAL,11499,กระทรวงกลาโหม,กรมแพทย์ทหารอากาศ
5,ประจวบคีรีขันธ์,โรงพยาบาลกองบิน กองบิน 5,WING 5 HOSPITAL,11500,กระทรวงกลาโหม,กรมแพทย์ทหารอากาศ
8,อุดรธานี,โรงพยาบาลค่ายประจักษ์ศิลปาคม,FORT PRAJAKSILLAPAKOM HOSPITAL,11501,กระทรวงกลาโหม,กรมแพทย์ทหารบก
8,เลย,โรงพยาบาลค่ายศรีสองรัก,FORT SRISONGRAK HOSPITAL,11502,กระทรวงกลาโหม,กรมแพทย์ทหารบก
7,ร้อยเอ็ด,โรงพยาบาลค่ายสมเด็จพระพุทธยอดฟ้าจุฬาโลกมหาราช,FORT SOMDET PHRAPHUTTHAYOTFACHULALOK MAHARAT HOSPITAL,11504,กระทรวงกลาโหม,กรมแพทย์ทหารบก
8,สกลนคร,โรงพยาบาลค่ายกฤษณ์สีวะรา,FORT KRIT SIWARA HOSPITAL,11505,กระทรวงกลาโหม,กรมแพทย์ทหารบก
8,นครพนม,โรงพยาบาลค่ายพระยอดเมืองขวาง,FORT PHRAYOTMUEANGKHWANG HOSPITAL,11506,กระทรวงกลาโหม,กรมแพทย์ทหารบก
1,เชียงใหม่,โรงพยาบาลกองบิน 41,WING 41 HOSPITAL,11507,กระทรวงกลาโหม,กรมแพทย์ทหารอากาศ
1,เชียงใหม่,โรงพยาบาลค่ายกาวิละ,FORT KAWILA HOSPITAL,11508,กระทรวงกลาโหม,กรมแพทย์ทหารบก
2,อุตรดิตถ์,โรงพยาบาลค่ายพิชัยดาบหัก,FORT PICHAIDAPHAK HOSPITAL,11509,กระทรวงกลาโหม,กรมแพทย์ทหารบก
1,น่าน,โรงพยาบาลค่ายสุริยพงษ์,FORT SURIYAPHONG HOSPITAL,11510,กระทรวงกลาโหม,กรมแพทย์ทหารบก
1,ลำปาง,โรงพยาบาลค่ายสุรศักดิ์มนตรี,FORT SURASAKMONTRI HOSPITAL,11512,กระทรวงกลาโหม,กรมแพทย์ทหารบก
3,นครสวรรค์,โรงพยาบาลค่ายจิรประวัติ,FORT CHIRAPRAWAT HOSPITAL,11513,กระทรวงกลาโหม,กรมแพทย์ทหารบก
3,นครสวรรค์,โรงพยาบาลกองบิน กองบิน 4,WING 4 HOSPITAL,11514,กระทรวงกลาโหม,กรมแพทย์ทหารอากาศ
2,ตาก,โรงพยาบาลค่ายวชิรปราการ,FORT WACHIRAPRAKAN HOSPITAL,11516,กระทรวงกลาโหม,กรมแพทย์ทหารบก
